,movieId,directors,actors
3412,6036,David Greenwalt,C. Thomas Howell|Lori Loughlin|Kelly Preston
3413,6039,Gene Wilder,Gene Wilder|Kelly LeBrock|Charles Grodin
3414,6040,Jonathan Liebesman,Chaney Kley|Emma Caulfield Ford|Antony Burrows
3415,6041,Costa-Gavras,Ulrich Tukur|Mathieu Kassovitz|Ulrich Mühe
3416,6042,André Heller|Othmar Schmiderer,Traudl Junge
3417,6044,Nico Mastorakis,Joseph Bottoms|Kirstie Alley|James Daughton
3418,6049,John Madden,Liam Neeson|Patricia Arquette|Gil Rood
3419,6057,Reggie Rock Bythewood,Laurence Fishburne|Derek Luke|Orlando Jones
3420,6058,David R. Ellis,A.J. Cook|Ali Larter|Tony Todd
3421,6059,Roger Donaldson,Al Pacino|Colin Farrell|Bridget Moynahan
3422,6060,Daisy von Scherler Mayer,Jimi Mistry|Heather Graham|Marisa Tomei
3423,6062,Keith Fulton|Louis Pepe,Terry Gilliam|Johnny Depp|Jeff Bridges
3424,6064,Mark Robson,Humphrey Bogart|Rod Steiger|Jan Sterling
3425,6070,Ryû Murakami,Miho Nikaido|Yayoi Kusama|Sayoko Amano
3426,6078,Clint Eastwood,Clint Eastwood|Freddie Jones|David Huffman
3427,6086,Richard T. Heffron,Armand Assante|Barbara Carrera|Laurene Landon
3428,6090,Robert Mulligan,Sally Field|James Caan|Jeff Bridges
3429,6093,Jules Bass|Arthur Rankin Jr.,Jeff Bridges|Mia Farrow|Angela Lansbury
3430,6095,Jackie Chan,Jackie Chan|Mars|Michael Wai-Man Chan
3431,6101,Costa-Gavras,Jack Lemmon|Sissy Spacek|Melanie Mayron
3432,6104,Terry Hughes|Ian MacNaughton,John Cleese|Michael Palin|Eric Idle
3433,6107,Paolo Taviani|Vittorio Taviani,Omero Antonutti|Margarita Lozano|Claudio Bigagli
3434,6111,Stuart Gillard,Willie Aames|Phoebe Cates|Tuvia Tavi
3435,6116,Ken Annakin|Richard Franklin,Kristy McNichol|Christopher Atkins|Ted Hamilton
3436,6122,Joe Layton,Richard Pryor|Gene Cross|Julie Hampton
3437,6123,Chris Marker,Amilcar Cabral|Florence Delay|Arielle Dombasle
3438,6124,Pierre De Moro,Mark Miller|Donovan Scott|Bridgette Andersen
3439,6125,Julien Temple,Rowan Atkinson|Jeff Beck|Alan Bennett
3440,6140,Dario Argento,Anthony Franciosa|Giuliano Gemma|Christian Borromeo
3441,6141,Elliott Hong,Johnny Yune|Margaux Hemingway|Raf Mauro
3442,6143,Blake Edwards,Peter Sellers|David Niven|Herbert Lom
3443,6145,Piers Haggard|Tobe Hooper,Klaus Kinski|Oliver Reed|Nicol Williamson
3444,6148,Samuel Fuller,Kristy McNichol|Christa Lang|Vernon Weddle
3445,6153,Robert J. Rosenthal,Scott Baio|Willie Aames|Robert Mandan
3446,6155,Donald Petrie,Kate Hudson|Matthew McConaughey|Adam Goldberg
3447,6156,David Dobkin,Jackie Chan|Owen Wilson|Fann Wong
3448,6158,Steve Trenbirth,John Goodman|Haley Joel Osment|Tony Jay
3449,6162,Gus Van Sant,Casey Affleck|Matt Damon
3450,6163,Laetitia Colombani,Audrey Tautou|Samuel Le Bihan|Isabelle Carré
3451,6166,Nick Castle,Walter Matthau|Mason Gamble|Joan Plowright
3452,6169,Robert Dalva,Kelly Reno|Vincent Spano|Allen Garfield
3453,6170,Carroll Ballard,Kelly Reno|Mickey Rooney|Teri Garr
3454,6178,Guy Green,Sidney Poitier|Shelley Winters|Elizabeth Hartman
3455,6182,Norman Jewison,Doris Day|James Garner|Arlene Francis
3456,6184,Nicolas Roeg,David Bowie|Rip Torn|Candy Clark
3457,6185,Ron Shelton,Kurt Russell|Ving Rhames|Scott Speedman
3458,6187,Alan Parker,Kevin Spacey|Kate Winslet|Laura Linney
3459,6188,Todd Phillips,Luke Wilson|Vince Vaughn|Will Ferrell
3460,6192,Susanne Bier,Sonja Richter|Nikolaj Lie Kaas|Mads Mikkelsen
3461,6193,Mars Callahan,Mars Callahan|Chazz Palminteri|Michael Rosenbaum
3462,6195,Mark Moskowitz,Carl Brandt|Frank Conroy|Bruce Dobler
3463,6196,Andrzej Bartkowiak,Jet Li|DMX|Mark Dacascos
3464,6197,David Cronenberg,Ralph Fiennes|Miranda Richardson|Gabriel Byrne
3465,6202,Dover Koshashvili,Lior Ashkenazi|Ronit Elkabetz|Moni Moshonov
3466,6203,Mel Brooks,Mel Brooks|Lesley Ann Warren|Jeffrey Tambor
3467,6210,Tae-gyun Kim,Jang Hyuk|Shin Min-a|Kim Soo-ro
3468,6212,Adam Shankman,Steve Martin|Queen Latifah|Eugene Levy
3469,6214,Gaspar Noé,Monica Bellucci|Vincent Cassel|Albert Dupontel
3470,6215,Lisa Cholodenko,Frances McDormand|Alessandro Nivola|Christian Bale
3471,6216,Caroline Link,Juliane Köhler|Merab Ninidze|Matthias Habich
3472,6217,Rose Troche,Glenn Close|Dermot Mulroney|Mary Kay Place
3473,6218,Gurinder Chadha,Parminder Nagra|Keira Knightley|Jonathan Rhys Meyers
3474,6219,William Friedkin,Tommy Lee Jones|Benicio Del Toro|Connie Nielsen
3475,6220,Glen Morgan,Crispin Glover|R. Lee Ermey|Laura Harring
3476,6222,Erik Skjoldbjærg,Christina Ricci|Jonathan Rhys Meyers|Jessica Lange
3477,6223,Jonas Åkerlund,Jason Schwartzman|John Leguizamo|Patrick Fugit
3478,6228,George Stevens,Cary Grant|Jean Arthur|Ronald Colman
3479,6232,James Hill|Tom McGowan,Virginia McKenna|Bill Travers|Geoffrey Keen
3480,6234,Sidney Lumet,Richard Burton|Peter Firth|Colin Blakely
3481,6237,Anthony Mann,James Stewart|June Allyson|Harry Morgan
3482,6238,Peter Weir,Gérard Depardieu|Andie MacDowell|Bebe Neuwirth
3483,6239,Henry Levin,James Mason|Pat Boone|Arlene Dahl
3484,6241,Éric Rohmer,Amanda Langlet|Arielle Dombasle|Pascal Greggory
3485,6242,Hideo Nakata,Nanako Matsushima|Miki Nakatani|Yûko Takeuchi
3486,6244,Mira Nair,Shafiq Syed|Anjaan|Amrit Patel
3487,6245,Bob Fosse,Shirley MacLaine|John McMartin|Ricardo Montalban
3488,6246,Robert M. Young,Edward James Olmos|Lorraine Bracco|John E. Coleman
3489,6249,Mort Nathan,Cuba Gooding Jr.|Horatio Sanz|Roselyn Sanchez
3490,6250,Lawrence Kasdan,Morgan Freeman|Thomas Jane|Jason Lee
3491,6251,Francis Glebas,John Fiedler|Jim Cummings|Ken Sansom
3492,6252,Bruno Barreto,Gwyneth Paltrow|Christina Applegate|Kelly Preston
3493,6254,Leo McCarey,Irene Dunne|Cary Grant|Ralph Bellamy
3494,6263,John McTiernan,John Travolta|Samuel L. Jackson|Connie Nielsen
3495,6265,Chris Rock,Chris Rock|Bernie Mac|Lynn Whitfield
3496,6267,Robert Duvall,Robert Duvall|Luciana Pedraza|Rubén Blades
3497,6268,Peter Sollett,Victor Rasuk|Donna Maldonado|Kevin Rivera
3498,6269,Steve James,Steve James|Stephen Fielding|Tonya Gregory
3499,6270,Akira Kurosawa|Ishirô Honda,Akira Terao|Mitsuko Baishô|Toshie Negishi
3500,6280,F. Gary Gray,Vin Diesel|Timothy Olyphant|Larenz Tate
3501,6281,Joel Schumacher,Colin Farrell|Kiefer Sutherland|Forest Whitaker
3502,6283,Shin&apos;ichirô Watanabe|Tensai Okamura|Hiroyuki Okiura,Beau Billingslea|Melissa Fahn|Nicholas Guest
3503,6286,Aki Kaurismäki,Markku Peltola|Kati Outinen|Annikki Tähti
3504,6287,Peter Segal,Jack Nicholson|Adam Sandler|Marisa Tomei
3505,6288,Justin Lin,Parry Shen|Jason Tobin|Sung Kang
3506,6289,James Cameron,Bill Paxton|Lori Johnston|Lewis Abernathy
3507,6290,Rob Zombie,Sid Haig|Karen Black|Bill Moseley
3508,6291,Lukas Moodysson,Oksana Akinshina|Artyom Bogucharskiy|Pavel Ponomaryov
3509,6294,Paul Hunter,Chow Yun-Fat|Seann William Scott|Jaime King
3510,6295,Linda Mendoza,Eduardo Verástegui|Roselyn Sanchez|Sofía Vergara
3511,6296,Christopher Guest,Christopher Guest|Eugene Levy|Michael McKean
3512,6297,Andrew Davis,Shia LaBeouf|Sigourney Weaver|Jon Voight
3513,6298,John Whitesell,Jamie Kennedy|Ryan O&apos;Neal|Blair Underwood
3514,6299,Jacques Perrin|Jacques Cluzaud|Michel Debats,Jacques Perrin|Philippe Labro
3515,6300,Anders Thomas Jensen,Søren Pilmark|Ulrich Thomsen|Mads Mikkelsen
3516,6302,Bert I. Gordon,Peter Graves|Peggie Castle|Morris Ankrum
3517,6303,Robert Wise,James Olson|Arthur Hill|David Wayne
3518,6306,Sam Jones,Jeff Tweedy|John Stirratt|Leroy Bach
3519,6310,Henry Winkler,Billy Crystal|Alan King|JoBeth Williams
3520,6313,Carl Reiner,Kirstie Alley|Bill Pullman|Carrie Fisher
3521,6314,Herbert Ross,Kathleen Turner|Dennis Quaid|Fiona Shaw
3522,6315,Michael Ritchie,Goldie Hawn|Swoosie Kurtz|Robyn Lively
3523,6319,Gérard Lauzier,Gérard Depardieu|Marie Gillain|Catherine Jacob
3524,6320,Paul Mazursky,Bette Midler|Woody Allen|Bill Irwin
3525,6322,James Foley,Edward Burns|Dustin Hoffman|Rachel Weisz
3526,6324,Fred Schepisi,Kirk Douglas|Michael Douglas|Bernadette Peters
3527,6327,Ted Demme|Richard LaGravenese,Francis Ford Coppola|William Friedkin|Robert Altman
3528,6330,Daniel Algrant,Al Pacino|Téa Leoni|Ryan O&apos;Neal
3529,6331,Jeffrey Blitz,Angela Arenivar|Ubaldo Arenivar|Jorge Arenivar
3530,6332,Jim Fall,Hilary Duff|Adam Lamberg|Clayton Snyder
3531,6335,John Malkovich,Javier Bardem|Laura Morante|Juan Diego Botto
3532,6337,Richard Kwietniowski,Philip Seymour Hoffman|Minnie Driver|John Hurt
3533,6338,Steve Carr,Eddie Murphy|Jeff Garlin|Anjelica Huston
3534,6339,Patrice Leconte,Jean Rochefort|Johnny Hallyday|Jean-François Stévenin
3535,6341,Neil LaBute,Paul Rudd|Rachel Weisz|Gretchen Mol
3536,6342,Miles Swain,Larry Sullivan|Steve Braun|Ray Baker
3537,6344,Baltasar Kormákur,Hilmir Snær Guðnason|Victoria Abril|Hanna María Karlsdóttir
3538,6345,Richard Attenborough,Michael Douglas|Terrence Mann|Michael Blevins
3539,6347,Stan Lathan,Rae Dawn Chong|Guy Davis|Jon Chardiet
3540,6348,Sam Firstenberg,Lucinda Dickey|Adolfo Quinones|Michael Chambers
3541,6349,Joel Silberg,Lucinda Dickey|Adolfo Quinones|Michael Chambers
3542,6350,Hayao Miyazaki,Mayumi Tanaka|Keiko Yokozawa|Kotoe Hatsui
3543,6357,Charles Walters,Bing Crosby|Grace Kelly|Frank Sinatra
3544,6358,George Sidney,Kathryn Grayson|Howard Keel|Ann Miller
3545,6367,Peyton Reed,Ewan McGregor|Renée Zellweger|David Hyde Pierce
3546,6368,Angela Christlieb|Stephen Kijak,Jack Angstreich|Eric Chadbourne|Bill Heidbreder
3547,6370,Cédric Klapisch,Romain Duris|Judith Godrèche|Kelly Reilly
3548,6371,Jim Malone|Kunihiko Yuyama,Eric Stuart|Madeleine Blaustein|Rachael Lillis
3549,6373,Tom Shadyac,Jim Carrey|Jennifer Aniston|Morgan Freeman
3550,6374,Andrew Fleming,Albert Brooks|Michael Douglas|Ryan Reynolds
3551,6376,Emanuele Crialese,Valeria Golino|Vincenzo Amato|Francesco Casisa
3552,6377,Andrew Stanton|Lee Unkrich,Albert Brooks|Ellen DeGeneres|Alexander Gould
3553,6378,F. Gary Gray,Donald Sutherland|Mark Wahlberg|Edward Norton
3554,6379,Rob Schmidt,Eliza Dushku|Jeremy Sisto|Emmanuelle Chriqui
3555,6380,Andrew Jarecki,Arnold Friedman|Jesse Friedman|David Friedman
3556,6382,Kaige Chen,Yun Tang|Peiqi Liu|Hong Chen
3557,6383,John Singleton,Paul Walker|Tyrese Gibson|Cole Hauser
3558,6385,Niki Caro,Keisha Castle-Hughes|Rawiri Paratene|Vicky Haughton
3559,6386,Henry Hathaway,Steve McQueen|Karl Malden|Brian Keith
3560,6390,Rouben Mamoulian,Fred Astaire|Cyd Charisse|Janis Paige
3561,6395,George A. Romero,Lane Carroll|Will MacMillan|Harold Wayne Jones
3562,6402,John Polson,Linus Roache|Danielle Cormack|Ian Bliss
3563,6405,Byron Haskin,Bobby Driscoll|Robert Newton|Basil Sydney
3564,6407,Charles Walters,Cary Grant|Samantha Eggar|Jim Hutton
3565,6408,Jamie Uys,Paddy O&apos;Byrne
3566,6410,Michael Schultz,Richard Pryor|Franklyn Ajaye|Sully Boyar
3567,6412,George Marshall,Marlene Dietrich|James Stewart|Mischa Auer
3568,6415,Federico Fellini,Sergio Rubini|Antonella Ponziani|Maurizio Mein
3569,6422,Andrew V. McLaglen,James Stewart|Doug McClure|Glenn Corbett
3570,6425,Randall Miller,Marlon Wayans|Kadeem Hardison|David Paymer
3571,6427,Lionel Jeffries,Dinah Sheridan|Bernard Cribbins|William Mervyn
3572,6428,Don Siegel,Clint Eastwood|Shirley MacLaine|Manolo Fábregas
3573,6433,Dziga Vertov,Mikhail Kaufman|Elizaveta Svilova
3574,6434,Raoul Walsh,Errol Flynn|James Brown|William Prince
3575,6436,Michael Caton-Jones,Robert De Niro|Leonardo DiCaprio|Ellen Barkin
3576,6440,Joel Coen|Ethan Coen,John Turturro|John Goodman|Judy Davis
3577,6442,Fernando Trueba,Fernando Fernán Gómez|Jorge Sanz|Penélope Cruz
3578,6449,Mark Robson,Paul Newman|Joanne Woodward|Myrna Loy
3579,6452,Martin Ritt,Paul Newman|Joanne Woodward|Anthony Franciosa
3580,6453,Robert J. Flaherty,Colman &apos;Tiger&apos; King|Maggie Dirrane|Michael Dillane
3581,6461,John Huston,Burt Lancaster|Audrey Hepburn|Audie Murphy
3582,6464,Brian Robbins,Kel Mitchell|Kenan Thompson|Sinbad
3583,6465,Derek Jarman,Adam Ant|Richard O&apos;Brien|Ian Charleson
3584,6466,Mira Nair,Denzel Washington|Sarita Choudhury|Roshan Seth
3585,6476,Wolfgang Petersen,Tom Berenger|Bob Hoskins|Greta Scacchi
3586,6477,Henry King,Jennifer Jones|Charles Bickford|William Eythe
3587,6480,George Roy Hill,Julie Andrews|James Fox|Mary Tyler Moore
3588,6482,Troy Miller,Derek Richardson|Eric Christian Olsen|Eugene Levy
3589,6483,Robert Iscove,Kelly Clarkson|Justin Guarini|Katherine Bailess
3590,6484,Ron Shelton,Harrison Ford|Josh Hartnett|Isaiah Washington
3591,6493,Rob Reiner,Luke Wilson|Kate Hudson|David Paymer
3592,6502,Danny Boyle,Cillian Murphy|Naomie Harris|Christopher Eccleston
3593,6503,McG,Drew Barrymore|Lucy Liu|Cameron Diaz
3594,6506,Johnnie To|Ka-Fai Wai,Andy Lau|Takashi Sorimachi|Kelly Lin
3595,6510,Michael Steinberg,Phoebe Cates|Bridget Fonda|Tim Roth
3596,6515,Fritz Lang,Sylvia Sidney|Henry Fonda|Barton MacLane
3597,6516,Anatole Litvak,Ingrid Bergman|Yul Brynner|Helen Hayes
3598,6517,Arthur Hiller,John Goodman|Kelly McGillis|Trini Alvarado
3599,6523,Fred Schepisi,Tom Selleck|Ken Takakura|Aya Takanashi
3600,6527,George Sidney,Stewart Granger|Janet Leigh|Eleanor Parker
3601,6528,Bud Yorkin,Gene Wilder|Donald Sutherland|Hugh Griffith
3602,6530,Roman Polanski,Roman Polanski|Isabelle Adjani|Melvyn Douglas
3603,6533,Peter Bogdanovich,Barbra Streisand|Ryan O&apos;Neal|Madeline Kahn
3604,6534,Ang Lee,Eric Bana|Jennifer Connelly|Sam Elliott
3605,6535,Charles Herman-Wurmfeld,Reese Witherspoon|Sally Field|Bob Newhart
3606,6536,Patrick Gilmore|Tim Johnson,Brad Pitt|Catherine Zeta-Jones|Joseph Fiennes
3607,6537,Jonathan Mostow,Arnold Schwarzenegger|Nick Stahl|Kristanna Loken
3608,6538,François Ozon,Charlotte Rampling|Charles Dance|Ludivine Sagnier
3609,6539,Gore Verbinski,Johnny Depp|Geoffrey Rush|Orlando Bloom
3610,6541,Stephen Norrington,Sean Connery|Stuart Townsend|Peta Wilson
3611,6542,Aleksandr Rogozhkin,Anni-Kristiina Juuso|Ville Haapasalo|Viktor Bychkov
3612,6545,Tim Fywell,Romola Garai|Rose Byrne|Bill Nighy
3613,6547,Michael Polish,Duel Farnes|Nick Nolte|Anthony Edwards
3614,6548,Michael Bay,Will Smith|Martin Lawrence|Gabrielle Union
3615,6549,Clare Kilner,Mandy Moore|Trent Ford|Dylan Baker
3616,6551,Jordan Susman,Devon Gummersall|Dylan Bruno|Gina Philips
3617,6552,Stephen Frears,Chiwetel Ejiofor|Audrey Tautou|Sophie Okonedo
3618,6553,Matteo Garrone,Ernesto Mahieux|Valerio Foglia Manzillo|Elisabetta Rocchetti
3619,6557,John Gray,Wil Horneff|Helen Shaver|Jean Marie Barnwell
3620,6558,John Hughes,Jim Belushi|Kelly Lynch|Alisan Porter
3621,6559,Duwayne Dunham,Rick Moranis|Ed O&apos;Neill|Shawna Waldron
3622,6560,Bob Clark,Gene Hackman|Dan Aykroyd|Dom DeLuise
3623,6561,Jack Arnold,Peter Sellers|Jean Seberg|William Hartnell
3624,6563,Larry Charles,Bob Dylan|John Goodman|Jessica Lange
3625,6564,Jan de Bont,Angelina Jolie|Gerard Butler|Chris Barrie
3626,6565,Gary Ross,Tobey Maguire|Jeff Bridges|Elizabeth Banks
3627,6567,Gregor Jordan,Joaquin Phoenix|Anna Paquin|Ed Harris
3628,6571,Fernando León de Aranoa,Javier Bardem|Luis Tosar|José Ángel Egido
3629,6572,Gavin Grazer,Alicia Silverstone|Rachael Leigh Cook|Woody Harrelson
3630,6573,Billy Wilder,Jack Lemmon|Juliet Mills|Clive Revill
3631,6574,Duncan Gibbins,Gregory Hines|Renée Soutendijk|Michael Greene
3632,6577,Albert Pyun,Sasha Mitchell|Peter Boyle|Dennis Chan
3633,6578,Billy Wilder,Dean Martin|Kim Novak|Ray Walston
3634,6582,Guy Hamilton,Fred Ward|Joel Grey|Wilford Brimley
3635,6583,David Webb Peoples,Rutger Hauer|Joan Chen|Delroy Lindo
3636,6584,Woody Allen|Senkichi Taniguchi,Woody Allen|The Lovin&apos; Spoonful|Frank Buxton
3637,6586,Jesse Dylan,Jason Biggs|Alyson Hannigan|Seann William Scott
3638,6587,Martin Brest,Ben Affleck|Jennifer Lopez|Justin Bartha
3639,6588,Claude Lelouch,Jeremy Irons|Patricia Kaas|Thierry Lhermitte
3640,6591,Peter Mullan,Eileen Walsh|Dorothy Duffy|Nora-Jane Noone
3641,6592,Alan Rudolph,Campbell Scott|Hope Davis|Denis Leary
3642,6593,Mark Waters,Jamie Lee Curtis|Lindsay Lohan|Mark Harmon
3643,6595,Clark Johnson,Samuel L. Jackson|Colin Farrell|Michelle Rodriguez
3644,6597,Shinsuke Sato,Yumiko Shaku|Hideaki Itô|Yôichi Numata
3645,6604,Pier Paolo Pasolini,Totò|Ninetto Davoli|Femi Benussi
3646,6612,Joe Berlinger|Bruce Sinofsky,Delbert Ward|Roscoe Ward|Lyman Ward
3647,6614,Lawrence Kasdan,Kevin Kline|Tracey Ullman|William Hurt
3648,6615,Ronny Yu,Robert Englund|Ken Kirzinger|Kelly Rowland
3649,6616,Casey La Scala,Adam Brody|Joey Kern|Mike Vogel
3650,6617,Kevin Costner,Kevin Costner|Robert Duvall|Diego Luna
3651,6618,Stephen Chow,Stephen Chow|Wei Zhao|Yat-Fei Wong
3652,6619,Boaz Yakin,Brittany Murphy|Dakota Fanning|Heather Locklear
3653,6620,Shari Springer Berman|Robert Pulcini,Paul Giamatti|Shari Springer Berman|Harvey Pekar
3654,6624,Harald Zwart,Frankie Muniz|Hilary Duff|Andrew Francis
3655,6625,Jonathan Prince,Jonathan Jackson|Christopher Lloyd|John Putch
3656,6628,Peter Markle,David Naughton|Patrick Houser|Tracy Smith
3657,6629,André De Toth,Vincent Price|Frank Lovejoy|Phyllis Kirk
3658,6631,John Lafia,Ally Sheedy|Lance Henriksen|Robert Costanzo
3659,6639,Terence Young,Audrey Hepburn|Alan Arkin|Richard Crenna
3660,6645,George Lucas,Robert Duvall|Donald Pleasence|Don Pedro Colley
3661,6650,Robert Hamer,Dennis Price|Alec Guinness|Valerie Hobson
3662,6654,Ishirô Honda|Shûe Matsubayashi,Tadao Takashima|Yôko Fujiyama|Yû Fujiki
3663,6656,Bert I. Gordon,John Agar|John Hoyt|June Kenney
3664,6658,Blake Edwards,Dudley Moore|Bo Derek|Julie Andrews
3665,6659,Ron Underwood,Kevin Bacon|Fred Ward|Finn Carter
3666,6660,Michael Powell|Emeric Pressburger,Anton Walbrook|Marius Goring|Moira Shearer
3667,6662,Blake Edwards,David Niven|Peter Sellers|Robert Wagner
3668,6663,Blake Edwards,Peter Sellers|Herbert Lom|Lesley-Anne Down
3669,6664,Mark L. Lester,Arnold Schwarzenegger|Rae Dawn Chong|Dan Hedaya
3670,6665,John Badham,Frank Langella|Laurence Olivier|Donald Pleasence
3671,6666,Luis Buñuel,Fernando Rey|Delphine Seyrig|Paul Frankeur
3672,6667,William Gazecki,Dan Gifford|Jim Cavanaugh|Dick DeGuerin
3673,6668,Yimou Zhang,Ziyi Zhang|Honglei Sun|Hao Zheng
3674,6669,Akira Kurosawa,Takashi Shimura|Nobuo Kaneko|Shin&apos;ichi Himori
3675,6671,Jane Campion,Kerry Fox|Alexia Keogh|Karen Fergusson
3676,6678,Volker Schlöndorff,Natasha Richardson|Faye Dunaway|Aidan Quinn
3677,6686,Gordon Chan,Jackie Chan|Lee Evans|Claire Forlani
3678,6688,Vladimír Michálek,Vlastimil Brodský|Stella Zázvorková|Stanislav Zindulka
3679,6689,Efram Potelle|Kyle Rankin,Shia LaBeouf|Elden Henson|Amy Smart
3680,6691,Milcho Manchevski,Joseph Fiennes|David Wenham|Adrian Lester
3681,6692,Helen Stickler,Mark &apos;Gator&apos; Rogowski|Stacy Peralta|Tony Hawk
3682,6695,Victor Salva,Jonathan Breck|Ray Wise|Nicki Aycox
3683,6696,Deepa Mehta,Rahul Khanna|Moushumi Chatterjee|Dina Pathak
3684,6699,Shane Meadows,Robert Carlyle|Rhys Ifans|Kathy Burke
3685,6706,István Szabó,Harvey Keitel|Stellan Skarsgård|Moritz Bleibtreu
3686,6708,Ridley Scott,Nicolas Cage|Alison Lohman|Sam Rockwell
3687,6709,Robert Rodriguez,Antonio Banderas|Salma Hayek|Johnny Depp
3688,6710,Greg Pritikin,Adrien Brody|Milla Jovovich|Illeana Douglas
3689,6711,Sofia Coppola,Bill Murray|Scarlett Johansson|Giovanni Ribisi
3690,6713,Satoshi Kon|Kô Matsuo,Miyoko Shôji|Shôzô Îzuka|Mami Koyama
3691,6715,Tony Randel,Karen Black|Peter DeLuise|Ami Dolenz
3692,6720,Bruce A. Evans,Christian Slater|Milla Jovovich|Ric Roman Waugh
3693,6721,Hark Tsui,Jet Li|Rosamund Kwan|Biao Yuen
3694,6722,Hark Tsui,Jet Li|Rosamund Kwan|Siu Chung Mok
3695,6723,Hark Tsui,Jet Li|Rosamund Kwan|Siu Chung Mok
3696,6724,Peter Bogdanovich,Ryan O&apos;Neal|Tatum O&apos;Neal|Madeline Kahn
3697,6731,George A. Romero,Lori Cardille|Terry Alexander|Joseph Pilato
3698,6732,Gene Kelly,Barbra Streisand|Walter Matthau|Michael Crawford
3699,6734,John Carpenter,Chevy Chase|Daryl Hannah|Sam Neill
3700,6744,Howard Storm,Lauren Hutton|Jim Carrey|Karen Kopins
3701,6746,Jeff Lieberman,Don Scardino|Patricia Pearcy|R.A. Dow
3702,6748,David Cronenberg,Oliver Reed|Samantha Eggar|Art Hindle
3703,6750,Woody Allen,Woody Allen|Jason Biggs|Christina Ricci
3704,6751,Mike Figgis,Dennis Quaid|Sharon Stone|Stephen Dorff
3705,6753,Tim McCanlies,Haley Joel Osment|Michael Caine|Robert Duvall
3706,6754,Len Wiseman,Kate Beckinsale|Scott Speedman|Shane Brolly
3707,6760,Michael Winterbottom,Jamal Udin Torabi|Enayatullah|Imran Paracha
3708,6765,Audrey Wells,Diane Lane|Raoul Bova|Sandra Oh
3709,6768,Eric Till,Joseph Fiennes|Bruno Ganz|Peter Ustinov
3710,6772,Nicolas Philibert,Georges Lopez|Alizé|Axel Thouvenin
3711,6773,Sylvain Chomet,Michèle Caucheteux|Jean-Claude Donda|Michel Robin
3712,6775,Stephanie Black,Belinda Becker|Buju Banton|Horst Köhler
3713,6776,Ashutosh Gowariker,Aamir Khan|Raghubir Yadav|Gracy Singh
3714,6780,Errol Morris,Stephen Hawking|Isobel Hawking|Janet Humphrey
3715,6782,Aki Kaurismäki,Matti Pellonpää|Kari Väänänen|Sakke Järvenpää
3716,6783,Jean Renoir,Marcel Dalio|Nora Gregor|Paulette Dubost
3717,6785,Stanley Donen,Jane Powell|Howard Keel|Jeff Richards
3718,6786,Hector Babenco,William Hurt|Raul Julia|Sonia Braga
3719,6787,Alan J. Pakula,Dustin Hoffman|Robert Redford|Jack Warden
3720,6788,Martha Coolidge,Geena Davis|Stephen Rea|James Gandolfini
3721,6789,Gilles Mimouni,Romane Bohringer|Vincent Cassel|Jean-Philippe Écoffey
3722,6791,Gabriel Axel,Stéphane Audran|Bodil Kjer|Birgitte Federspiel
3723,6793,Brian Levant,Charles Grodin|Bonnie Hunt|Dean Jones
3724,6794,Rod Daniel,Charles Grodin|Bonnie Hunt|Nicholle Tom
3725,6796,John Singleton,Cuba Gooding Jr.|Laurence Fishburne|Hudhail Al-Amir
3726,6798,Alan Parker,Jodie Foster|Scott Baio|Florence Garland
3727,6800,George P. Cosmatos,Sylvester Stallone|Brigitte Nielsen|Reni Santoni
3728,6804,Sam Raimi,Louise Lasser|Brion James|Paul L. Smith
3729,6810,Joseph Ruben,Julia Roberts|Patrick Bergin|Kevin Anderson
3730,6811,Hart Bochner,Jeremy Piven|Chris Young|Megan Ward
3731,6812,Clint Eastwood,Clint Eastwood|Charlie Sheen|Raul Julia
3732,6814,Richard Benjamin,Clint Eastwood|Burt Reynolds|Jane Alexander
3733,6816,Phil Joanou,Casey Siemaszko|Annie Ryan|Richard Tyson
3734,6817,Clint Eastwood,Clint Eastwood|Jeff Fahey|Charlotte Cornwell
3735,6818,Elem Klimov,Aleksey Kravchenko|Olga Mironova|Liubomiras Laucevicius
3736,6821,Bill Norton,Candy Clark|Bo Hopkins|Ron Howard
3737,6827,Adam Bernstein,Julia Sweeney|Dave Foley|Charles Rocket
3738,6832,Mike Nichols,Harrison Ford|Annette Bening|Michael Haley
3739,6835,Luigi Cozzi,Ian McCulloch|Louise Marleau|Marino Masé
3740,6836,Edgar G. Ulmer,Marguerite Chapman|Douglas Kennedy|James Griffith
3741,6851,Allison Anders,Brooke Adams|Ione Skye|Fairuza Balk
3742,6852,Richard Brooks,Robert Blake|Scott Wilson|John Forsythe
3743,6853,Ron Casden,John Dye|Steven Lyon|Morgan Fairchild
3744,6856,Michael Curtiz,James Cagney|Joan Leslie|Walter Huston
3745,6857,Yoshiaki Kawajiri,Kôichi Yamadera|Emi Shinohara|Takeshi Aono
3746,6858,Roman Polanski,Leon Niemczyk|Jolanta Umecka|Zygmunt Malanowicz
3747,6863,Richard Linklater,Jack Black|Mike White|Joan Cusack
3748,6867,Tom McCarthy,Peter Dinklage|Patricia Clarkson|Bobby Cannavale
3749,6869,José Padilha|Felipe Lacerda,Sandro do Nascimento|Rodrigo Pimentel|Luiz Eduardo Soares
3750,6870,Clint Eastwood,Sean Penn|Tim Robbins|Kevin Bacon
